No	music_no	member_no	date	amount
6075	21	24	2018-04-30	6
6076	163	24	2019-03-28	9
6077	176	24	2018-08-09	10
6078	100	24	2018-10-10	6
6079	313	24	2019-02-14	3
6080	192	24	2018-11-12	3
6081	302	24	2018-10-23	3
6082	267	24	2019-02-25	5
6083	40	24	2018-08-29	10
6084	318	24	2018-11-07	10
6085	31	24	2019-03-18	10
6086	306	25	2018-10-25	3
6087	144	25	2018-09-17	6
6088	195	25	2019-04-04	8
6089	243	25	2018-12-16	6
6090	311	25	2018-07-21	1
6091	276	25	2018-12-25	7
6092	8	25	2018-06-03	10
6093	271	25	2018-05-01	5
6094	78	25	2019-05-08	8
6095	125	25	2019-05-23	3
6096	308	25	2018-12-19	1
6097	273	25	2018-11-09	9
6098	60	25	2018-05-10	1
6099	228	25	2019-02-17	6
6100	318	25	2018-07-29	10
6101	122	25	2018-08-23	8
6102	305	25	2019-04-16	1
6103	6	25	2019-03-22	4
6104	39	25	2018-11-22	6
6105	237	25	2018-06-03	10
6106	86	25	2018-10-03	2
6107	10	25	2018-06-22	1
6108	74	25	2018-12-31	9
6109	202	25	2018-11-27	5
6110	313	25	2019-05-20	4
6111	180	25	2018-07-08	2
6112	316	25	2018-10-21	6
6113	22	25	2018-08-13	7
6114	229	25	2018-08-20	3
6115	194	25	2018-10-16	5
6116	100	25	2019-03-02	7
6117	140	25	2019-02-03	4
6118	24	25	2019-02-10	9
6119	158	25	2018-11-14	9
6120	37	25	2018-12-03	4
6121	131	25	2018-12-13	7
6122	285	25	2018-08-02	4
6123	197	25	2018-08-24	5
6124	132	25	2019-04-26	9
6125	211	25	2018-10-03	4
6126	206	25	2018-08-09	1
6127	268	25	2019-02-11	9
6128	92	25	2018-10-14	8
6129	219	25	2018-08-23	8
6130	248	25	2019-03-09	8
6131	42	25	2019-02-25	10
6132	242	25	2018-11-17	10
6133	35	25	2018-11-23	1
6134	29	25	2018-09-28	2
6135	174	25	2018-10-24	10
6136	31	25	2019-03-21	6
6137	297	25	2019-05-09	8
6138	251	25	2018-10-06	2
6139	247	25	2018-10-18	5
6140	21	25	2018-11-01	7
6141	256	25	2018-07-11	8
6142	278	25	2018-09-23	10
6143	47	25	2018-11-12	8
6144	28	25	2018-08-16	8
6145	1	25	2018-07-11	4
6146	63	25	2018-06-24	10
6147	173	25	2019-03-08	4
6148	270	25	2018-08-24	10
6149	85	25	2019-04-08	6
6150	67	25	2018-12-02	7
6151	56	25	2018-05-26	4
6152	71	25	2019-05-09	7
6153	216	25	2018-11-15	1
6154	172	25	2018-06-24	8
6155	274	25	2018-10-27	3
6156	17	25	2018-09-11	5
6157	320	25	2019-05-08	5
6158	241	25	2018-05-23	8
6159	260	25	2019-03-11	6
6160	65	25	2019-01-01	10
6161	267	25	2018-09-23	6
6162	43	25	2018-04-24	7
6163	20	25	2018-10-16	9
6164	286	25	2018-09-29	7
6165	203	25	2018-10-09	3
6166	75	25	2018-09-18	8
6167	156	25	2019-02-16	4
6168	147	25	2018-12-03	6
6169	199	25	2019-02-14	4
6170	40	25	2018-12-12	2
6171	109	25	2018-11-28	3
6172	189	25	2019-03-26	8
6173	175	25	2018-05-26	4
6174	102	25	2019-04-28	10
6175	97	25	2018-10-05	3
6176	106	25	2018-07-05	9
6177	52	25	2019-04-02	9
6178	232	25	2018-12-16	5
6179	127	25	2019-04-20	10
6180	163	25	2018-10-02	6
6181	23	25	2018-05-10	4
6182	59	25	2019-04-28	1
6183	192	25	2018-09-08	8
6184	138	25	2019-03-25	10
6185	126	25	2018-05-16	10
6186	151	25	2019-01-01	9
6187	135	25	2018-07-30	10
6188	62	25	2018-12-21	9
6189	198	25	2018-09-24	5
6190	225	25	2018-04-27	7
6191	70	25	2018-07-19	5
6192	149	25	2019-01-23	4
6193	68	25	2018-08-22	9
6194	110	25	2018-08-01	8
6195	315	25	2018-05-07	4
6196	166	25	2018-07-03	2
6197	145	25	2019-04-13	9
6198	55	25	2019-01-07	6
6199	230	25	2018-09-08	3
6200	117	25	2019-01-17	4
6201	291	25	2018-06-20	5
6202	89	25	2019-01-09	9
6203	12	25	2018-10-25	9
6204	292	25	2018-07-20	9
6205	148	25	2018-08-24	9
6206	250	25	2019-04-07	2
6207	287	25	2018-06-23	9
6208	264	25	2018-06-13	9
6209	113	25	2018-05-19	9
6210	98	25	2018-09-09	1
6211	227	25	2018-07-24	4
6212	245	25	2018-06-30	8
6213	293	25	2019-05-13	6
6214	115	25	2018-12-02	5
6215	76	25	2018-05-18	9
6216	46	25	2018-09-11	6
6217	48	25	2018-11-17	7
6218	30	25	2019-03-20	10
6219	182	25	2019-01-05	3
6220	82	25	2018-06-28	5
6221	81	25	2018-10-22	4
6222	224	25	2018-07-22	5
6223	18	25	2018-10-18	9
6224	129	25	2018-10-23	7
6225	154	25	2018-07-25	5
6226	215	25	2019-01-20	3
6227	289	25	2019-04-03	2
6228	185	25	2018-07-21	8
6229	183	25	2019-04-09	4
6230	281	25	2018-08-23	10
6231	157	25	2018-08-27	9
6232	235	25	2018-10-06	6
6233	116	25	2019-01-29	9
6234	118	25	2019-04-02	2
6235	255	25	2018-08-24	10
6236	254	25	2019-03-31	3
6237	186	25	2019-01-23	2
6238	27	25	2018-12-11	4
6239	134	25	2019-03-13	2
6240	234	25	2019-05-17	7
6241	101	25	2018-05-07	8
6242	204	25	2018-08-18	1
6243	161	25	2018-11-15	8
6244	258	25	2018-07-19	5
6245	114	25	2019-02-26	9
6246	49	25	2018-04-23	5
6247	210	25	2018-05-01	10
6248	269	25	2018-11-24	2
6249	94	25	2018-07-04	2
6250	41	25	2019-05-16	1
6251	2	25	2019-02-27	5
6252	141	25	2019-01-15	4
6253	91	25	2018-05-19	8
6254	184	25	2018-05-26	4
6255	178	25	2018-11-23	5
6256	33	25	2018-05-09	4
6257	66	25	2018-08-25	7
6258	32	25	2018-06-05	4
6259	108	25	2018-11-28	6
6260	130	25	2019-02-21	7
6261	136	25	2018-10-15	5
6262	124	25	2018-04-21	2
6263	61	25	2018-07-16	8
6264	279	25	2018-05-20	2
6265	90	25	2019-02-10	3
6266	309	25	2018-11-27	7
6267	283	25	2018-06-28	9
6268	213	25	2018-12-08	7
6269	240	25	2019-02-23	3
6270	142	25	2018-12-23	10
6271	277	25	2019-03-28	3
6272	252	25	2018-11-25	4
6273	300	25	2018-10-25	8
6274	77	25	2018-11-22	7
6275	169	25	2018-08-16	1
6276	64	25	2018-12-06	10
6277	209	25	2019-02-18	8
6278	54	25	2018-07-13	3
6279	263	25	2019-01-22	10
6280	7	25	2019-01-11	10
6281	236	25	2018-08-15	6
6282	72	25	2018-12-06	2
6283	310	25	2018-07-11	4
6284	226	25	2018-12-03	7
6285	143	25	2018-11-30	6
6286	160	25	2019-03-12	1
6287	302	25	2018-06-16	8
6288	317	25	2018-09-06	7
6289	272	25	2018-08-08	1
6290	207	25	2019-01-23	6
6291	179	25	2018-05-03	2
6292	80	25	2018-06-21	2
6293	284	25	2018-11-14	1
6294	171	25	2019-03-14	3
6295	170	25	2019-04-20	6
6296	312	25	2018-06-22	2
6297	265	25	2019-05-01	1
6298	187	25	2019-04-14	8
6299	280	25	2018-08-17	10
6300	167	25	2018-06-12	10
6301	168	25	2019-05-03	10
6302	119	25	2018-06-28	5
6303	104	25	2019-05-25	9
6304	231	25	2018-07-02	4
6305	222	25	2018-08-01	9
6306	275	25	2018-11-22	9
6307	296	25	2018-12-08	3
6308	259	25	2019-02-10	4
6309	34	25	2018-12-02	8
6310	214	25	2019-01-28	9
6311	83	25	2019-01-10	9
6312	301	25	2018-05-15	3
6313	212	25	2018-09-03	3
6314	246	25	2019-05-16	10
6315	298	25	2019-04-21	9
6316	79	25	2018-11-03	9
6317	99	25	2018-07-12	6
6318	105	25	2018-09-21	7
6319	294	25	2018-11-06	1
6320	223	25	2018-09-02	5
6321	95	25	2018-07-26	4
6322	139	25	2019-01-10	7
6323	14	25	2018-08-16	9
6324	303	25	2019-01-14	9
6325	44	25	2019-02-22	6
6326	96	25	2018-05-02	3
6327	205	25	2018-06-07	4
6328	16	25	2018-11-18	2
6329	111	25	2018-07-25	7
6330	220	25	2018-10-25	4
6331	238	25	2018-10-21	10
6332	304	25	2018-11-05	7
6333	88	25	2018-05-15	4
6334	193	25	2019-05-21	5
6335	262	25	2018-07-05	7
6336	155	25	2018-10-07	10
6337	261	25	2019-05-08	7
6338	200	25	2019-04-14	1
6339	218	25	2018-07-05	1
6340	282	25	2018-11-30	7
6341	73	25	2018-09-22	4
6342	11	25	2018-05-27	7
6343	153	25	2018-05-18	9
6344	215	26	2019-04-22	8
6345	126	26	2018-10-06	2
6346	192	26	2018-09-07	4
6347	101	26	2018-05-31	8
6348	297	26	2019-05-04	6
6349	38	26	2019-05-11	1
6350	36	26	2018-12-03	2
6351	316	26	2018-05-11	5
6352	108	26	2019-03-29	7
6353	64	26	2018-10-21	1
6354	25	26	2018-05-07	1
6355	9	26	2019-05-25	2
6356	196	26	2019-01-23	8
6357	2	26	2018-08-13	6
6358	24	26	2019-01-05	10
6359	194	26	2018-09-19	7
6360	18	26	2019-03-01	4
6361	238	26	2019-02-04	4
6362	233	26	2018-10-28	3
6363	139	26	2019-01-11	4
6364	52	26	2018-12-28	7
6365	262	26	2019-01-28	2
6366	249	26	2019-02-06	5
6367	237	26	2019-01-07	8
6368	174	26	2019-02-06	10
6369	202	26	2019-04-28	7
6370	123	26	2019-05-21	3
6371	317	26	2019-02-11	1
6372	287	26	2018-05-11	7
6373	175	26	2019-01-26	4
6374	189	26	2018-07-06	3
6375	79	26	2019-05-06	5
6376	200	26	2018-08-01	8
6377	169	26	2018-05-17	8
6378	160	26	2018-09-12	8
6379	293	26	2018-05-14	7
6380	17	26	2019-02-21	5
6381	132	26	2018-06-01	6
6382	120	26	2019-01-24	7
6383	216	26	2018-12-15	2
6384	11	26	2018-08-07	5
6385	177	26	2018-04-26	5
6386	83	26	2019-04-09	5
6387	59	26	2018-05-02	3
6388	155	26	2018-09-06	1
6389	151	26	2018-05-17	10
6390	226	26	2018-09-23	8
6391	141	26	2018-06-03	8
6392	67	26	2019-05-10	9
6393	130	26	2018-12-21	6
6394	4	26	2019-03-13	5
6395	314	26	2018-12-01	8
6396	92	26	2019-02-27	1
6397	267	26	2019-01-19	10
6398	114	26	2018-11-17	4
6399	55	26	2019-02-12	5
6400	78	26	2018-10-27	2
6401	80	26	2019-02-21	4
6402	248	26	2019-04-02	8
6403	271	26	2018-09-21	9
6404	112	26	2018-08-08	5
6405	56	26	2018-09-12	2
6406	81	26	2018-06-22	6
6407	310	26	2019-01-17	4
6408	103	26	2019-05-04	3
6409	14	26	2018-08-15	1
6410	90	26	2018-08-18	2
6411	148	26	2019-02-12	4
6412	231	26	2018-08-28	4
6413	82	26	2018-06-19	7
6414	191	26	2019-01-10	7
6415	221	26	2018-10-26	6
6416	131	26	2019-04-18	8
6417	41	26	2019-02-10	2
6418	35	26	2019-04-30	9
6419	219	26	2019-01-03	9
6420	285	26	2019-05-20	6
6421	119	26	2018-10-23	7
6422	107	26	2018-05-30	9
6423	142	26	2019-01-19	2
6424	30	26	2018-11-11	10
6425	280	26	2018-07-28	7
6426	286	26	2018-04-25	4
6427	164	26	2018-06-20	1
6428	311	26	2018-11-01	3
6429	220	26	2018-10-20	8
6430	209	26	2019-01-23	9
6431	21	26	2018-04-23	10
6432	147	26	2018-05-28	3
6433	144	26	2018-10-30	9
6434	315	26	2018-04-24	6
6435	228	26	2019-04-05	2
6436	31	26	2019-03-11	7
6437	236	26	2019-01-27	6
6438	222	26	2018-07-11	3
6439	257	26	2018-10-29	4
6440	268	26	2018-07-26	5
6441	246	26	2019-04-09	3
6442	167	26	2019-04-04	6
6443	60	26	2019-03-09	8
6444	260	26	2018-08-15	3
6445	239	26	2018-09-08	7
6446	258	26	2018-09-17	6
6447	168	26	2018-12-21	3
6448	242	26	2018-04-23	4
6449	276	26	2019-03-30	7
6450	138	26	2019-04-25	10
6451	122	26	2018-09-11	1
6452	185	26	2018-12-29	10
6453	230	26	2018-10-05	3
6454	235	26	2018-11-01	7
6455	94	26	2018-07-03	9
6456	111	26	2018-12-12	6
6457	66	26	2018-11-14	9
6458	5	26	2018-11-09	4
6459	195	26	2019-01-04	6
6460	227	26	2018-12-28	9
6461	88	26	2018-04-29	7
6462	178	26	2019-01-11	7
6463	214	26	2018-04-27	6
6464	26	26	2018-05-04	8
6465	180	26	2018-12-23	10
6466	166	26	2019-04-28	4
6467	3	26	2018-09-19	1
6468	22	26	2018-06-16	2
6469	234	26	2018-10-25	5
6470	37	26	2018-05-30	8
6471	266	26	2019-03-30	4
6472	188	26	2019-02-18	9
6473	244	26	2019-04-24	7
6474	32	26	2019-05-24	9
6475	283	26	2018-10-18	3
6476	229	26	2019-04-22	8
6477	299	26	2018-06-24	6
6478	47	26	2018-10-04	6
6479	43	26	2018-07-26	1
6480	68	26	2019-01-30	10
6481	224	26	2019-02-23	3
6482	307	26	2019-04-26	2
6483	39	26	2018-12-27	7
6484	190	26	2018-07-30	7
6485	53	26	2019-01-31	4
6486	136	26	2018-07-10	3
6487	199	26	2018-10-05	9
6488	312	26	2019-05-23	2
6489	158	26	2018-12-29	4
6490	42	26	2019-03-26	4
6491	8	26	2018-05-09	1
6492	116	26	2019-03-25	9
6493	172	26	2019-01-23	10
6494	269	26	2019-04-07	4
6495	261	26	2018-10-13	8
6496	143	26	2018-07-16	5
6497	319	26	2019-01-26	8
6498	171	26	2018-10-02	3
6499	106	26	2018-05-13	5
6500	110	26	2018-09-18	7
6501	75	26	2018-09-27	10
6502	304	26	2018-11-05	10
6503	152	26	2018-07-08	8
6504	300	26	2018-04-26	2
6505	181	26	2018-06-18	3
6506	71	26	2019-05-13	2
6507	65	26	2019-03-10	6
6508	308	26	2018-11-06	2
6509	176	26	2019-05-13	1
6510	10	26	2019-04-18	1
6511	218	26	2018-07-04	7
6512	29	26	2019-05-14	1
6513	212	26	2018-12-31	1
6514	95	26	2018-08-25	9
6515	105	26	2019-02-20	8
6516	270	26	2018-09-16	7
6517	153	26	2018-08-02	7
6518	264	26	2019-02-02	7
6519	109	26	2018-05-06	5
6520	211	26	2018-08-09	6
6521	298	26	2019-02-15	2
6522	247	26	2018-11-15	4
6523	254	26	2019-04-28	1
6524	251	26	2019-03-21	5
6525	69	26	2018-12-15	1
6526	305	26	2018-08-02	7
6527	179	26	2018-12-14	8
6528	97	26	2019-05-12	10
6529	205	26	2019-04-06	1
6530	146	26	2019-01-18	2
6531	87	26	2019-04-02	2
6532	154	26	2019-01-07	7
6533	210	26	2019-01-01	10
6534	113	26	2018-09-23	7
6535	19	26	2018-06-21	8
6536	284	26	2018-06-13	5
6537	46	26	2018-11-03	10
6538	240	26	2018-05-21	5
6539	156	26	2018-08-23	9
6540	96	26	2019-03-07	4
6541	243	26	2019-05-06	8
6542	50	26	2018-08-07	2
6543	150	26	2018-09-06	7
6544	256	26	2018-08-12	8
6545	159	26	2018-11-25	6
6546	104	26	2018-12-28	5
6547	245	26	2018-12-26	1
6548	182	26	2018-05-06	3
6549	208	26	2018-10-13	2
6550	187	26	2018-07-23	10
6551	274	26	2019-01-16	10
6552	74	26	2018-11-02	8
6553	13	26	2019-02-16	5
6554	275	26	2019-01-17	5
6555	162	26	2019-03-03	7
6556	250	26	2019-04-13	5
6557	124	26	2019-05-22	8
6558	170	26	2018-12-11	4
6559	48	26	2018-05-03	9
6560	140	26	2018-11-09	3
6561	102	26	2019-04-30	2
6562	197	26	2018-06-24	5
6563	86	26	2018-05-05	3
6564	34	26	2018-07-09	9
6565	28	26	2019-04-15	2
6566	255	26	2018-05-22	10
6567	282	26	2019-02-26	8
6568	186	26	2019-02-10	6
6569	165	26	2018-10-26	3
6570	207	26	2018-05-07	7
6571	303	26	2018-12-22	9
6572	127	26	2019-01-16	2
6573	44	26	2018-12-13	7
6574	259	26	2018-06-20	2
6575	163	26	2018-08-13	9
6576	121	26	2018-10-27	4
6577	12	26	2018-11-21	6
6578	63	26	2018-09-10	7
6579	309	26	2018-04-21	6
6580	135	26	2019-02-04	8
6581	184	26	2018-04-28	7
6582	161	26	2018-08-02	9
6583	265	26	2019-03-24	5
6584	173	26	2018-07-13	3
6585	91	26	2018-10-25	10
6586	292	26	2019-03-04	2
6587	45	26	2019-01-11	10
6588	288	26	2018-09-25	4
6589	98	26	2018-11-09	8
6590	281	26	2018-08-11	4
6591	197	27	2018-07-07	4
6592	297	27	2018-11-11	9
6593	181	27	2019-02-17	10
6594	276	27	2018-12-03	6
6595	259	27	2018-10-06	6
6596	315	27	2018-09-15	8
6597	301	27	2018-04-27	5
6598	13	27	2018-10-11	10
6599	64	27	2018-12-20	1
6600	302	27	2019-04-01	5
6601	76	27	2018-10-17	6
6602	260	27	2019-03-30	1
6603	273	27	2018-09-12	3
6604	47	27	2018-09-18	8
6605	235	27	2019-01-14	6
6606	203	27	2018-11-22	7
6607	120	27	2018-09-22	10
6608	74	27	2018-09-28	4
6609	69	27	2018-11-13	6
6610	194	27	2018-07-23	3
6611	178	27	2019-05-08	1
6612	123	27	2018-07-23	1
6613	122	27	2018-08-11	3
6614	215	27	2018-08-04	2
6615	150	27	2018-05-03	1
6616	111	27	2019-04-26	9
6617	166	27	2018-09-10	1
6618	207	27	2018-04-28	10
6619	275	27	2018-06-22	3
6620	201	27	2018-08-06	8
6621	284	27	2018-07-21	3
6622	113	27	2018-10-25	5
6623	19	27	2018-05-31	6
6624	261	27	2018-10-12	4
6625	73	27	2019-04-01	2
6626	225	27	2018-10-27	1
6627	211	27	2018-08-14	1
6628	6	27	2018-10-19	5
6629	264	27	2019-02-24	3
6630	118	27	2018-06-04	6
6631	309	27	2018-05-12	7
6632	174	27	2019-03-24	10
6633	265	27	2019-02-26	2
6634	56	27	2018-11-18	2
6635	300	27	2018-07-26	7
6636	298	27	2019-04-13	9
6637	195	27	2018-12-16	3
6638	228	27	2018-07-08	1
6639	277	27	2018-04-26	4
6640	66	27	2018-05-15	6
6641	205	27	2019-05-15	5
6642	177	27	2018-09-20	1
6643	86	27	2018-04-24	7
6644	232	27	2018-08-11	9
6645	41	27	2018-05-27	3
6646	307	27	2019-05-07	2
6647	124	27	2018-06-12	7
6648	26	27	2018-11-12	4
6649	23	27	2018-07-12	6
6650	183	27	2018-10-13	8
6651	93	27	2018-08-07	1
6652	58	27	2018-12-30	7
6653	226	27	2018-06-14	3
6654	45	27	2019-02-06	7
6655	249	27	2018-06-27	4
6656	186	27	2019-04-11	5
6657	32	27	2019-01-23	7
6658	158	27	2018-08-07	2
6659	88	27	2018-07-12	1
6660	175	27	2018-08-05	7
6661	14	27	2018-08-11	3
6662	62	27	2019-02-15	5
6663	129	27	2018-09-05	10
6664	285	27	2018-12-09	9
6665	141	27	2019-04-27	6
6666	263	27	2019-04-02	4
6667	218	27	2018-11-06	10
6668	176	27	2018-04-28	5
6669	146	27	2018-11-20	1
6670	319	27	2018-06-23	10
6671	283	27	2018-05-01	10
6672	52	27	2018-06-27	4
6673	208	27	2019-04-24	3
6674	221	27	2019-03-22	1
6675	305	27	2018-09-28	9
6676	25	27	2019-02-04	2
6677	151	27	2018-06-20	2
6678	126	27	2018-05-10	9
6679	293	27	2018-09-04	6
6680	49	27	2018-11-09	10
6681	240	27	2018-12-15	8
6682	256	27	2019-03-26	1
6683	1	27	2018-06-19	2
6684	219	27	2018-10-30	7
6685	170	27	2018-10-18	4
6686	42	27	2019-05-04	3
6687	103	27	2019-01-27	5
6688	149	27	2018-04-24	3
6689	313	27	2018-12-21	10
6690	4	27	2019-05-13	9
6691	44	27	2019-05-10	1
6692	127	27	2019-03-22	10
6693	112	27	2018-10-23	6
6694	121	27	2019-02-01	1
6695	271	27	2018-11-01	10
6696	270	27	2019-05-06	9
6697	185	27	2019-02-09	6
6698	55	27	2019-01-10	4
6699	95	27	2019-05-24	1
6700	128	27	2018-07-03	7
6701	288	27	2018-12-02	3
6702	250	27	2018-09-24	6
6703	266	27	2018-06-17	10
6704	40	27	2018-09-15	7
6705	30	27	2018-09-01	9
6706	148	27	2019-03-11	4
6707	79	27	2019-02-23	1
6708	131	27	2018-12-12	6
6709	68	27	2018-12-05	2
6710	43	27	2019-01-28	7
6711	84	27	2018-09-28	2
6712	135	27	2019-05-09	10
6713	198	27	2019-04-11	8
6714	304	27	2019-02-04	6
6715	46	27	2018-05-13	6
6716	61	27	2019-02-23	1
6717	140	27	2019-02-09	1
6718	9	27	2019-02-05	8
6719	71	27	2018-09-04	1
6720	242	27	2019-02-15	1
6721	77	27	2018-06-23	2
6722	179	27	2018-07-19	1
6723	81	27	2018-09-04	9
6724	188	27	2019-03-07	3
6725	212	27	2019-01-11	6
6726	91	27	2019-05-15	10
6727	190	27	2019-03-07	10
6728	160	27	2018-06-21	6
6729	200	27	2018-05-17	2
6730	227	27	2018-05-08	8
6731	90	27	2018-12-16	2
6732	105	27	2018-07-18	6
6733	12	27	2019-05-01	7
6734	34	27	2018-09-28	3
6735	153	27	2019-04-28	9
6736	210	27	2018-11-04	8
6737	59	27	2018-06-12	6
6738	187	27	2019-01-05	6
6739	245	27	2018-10-02	1
6740	114	27	2019-03-11	9
6741	294	27	2018-04-23	7
6742	125	27	2019-05-22	10
6743	257	27	2018-11-08	5
6744	57	27	2018-04-23	1
6745	182	27	2018-11-01	6
6746	3	27	2018-10-25	2
6747	246	27	2019-01-27	8
6748	156	27	2019-01-20	1
6749	28	27	2019-02-04	5
6750	184	27	2018-06-21	7
6751	168	27	2018-09-11	1
6752	130	27	2019-02-14	5
6753	102	27	2018-11-19	6
6754	295	27	2018-11-19	8
6755	18	27	2019-01-04	4
6756	94	27	2019-01-02	9
6757	281	27	2018-08-14	4
6758	37	27	2018-06-08	9
6759	222	27	2018-07-14	8
6760	115	27	2018-09-13	6
6761	220	27	2019-04-17	4
6762	243	27	2019-02-14	2
6763	251	27	2019-01-17	1
6764	255	27	2019-05-21	6
6765	229	27	2018-11-28	4
6766	50	27	2019-03-03	9
6767	214	27	2019-03-02	8
6768	314	27	2018-09-17	9
6769	109	27	2018-11-20	2
6770	199	27	2018-06-14	1
6771	35	27	2019-02-07	6
6772	89	27	2019-05-14	1
6773	234	27	2018-12-30	10
6774	238	27	2019-01-02	1
6775	241	27	2018-07-12	1
6776	224	27	2018-09-15	5
6777	85	27	2019-03-30	3
6778	82	27	2018-04-25	1
6779	17	27	2018-12-13	9
6780	289	27	2018-07-01	3
6781	152	27	2018-10-03	8
6782	155	27	2019-01-09	3
6783	154	27	2019-03-16	7
6784	236	27	2018-09-18	4
6785	83	27	2018-08-19	6
6786	8	27	2019-04-26	8
6787	216	27	2018-09-29	10
6788	96	27	2018-12-07	5
6789	104	27	2019-01-22	10
6790	217	27	2018-07-07	2
6791	75	27	2018-07-06	9
6792	20	27	2019-04-01	2
6793	107	27	2018-07-15	1
6794	65	27	2018-08-02	10
6795	172	27	2019-04-20	7
6796	223	27	2019-02-22	3
6797	162	27	2019-01-25	8
6798	299	27	2019-04-25	5
6799	110	27	2019-01-18	10
6800	206	27	2018-11-09	9
6801	192	27	2019-02-19	10
6802	312	27	2018-09-24	2
6803	306	27	2018-12-02	8
6804	98	27	2018-09-22	3
6805	268	27	2018-09-04	4
6806	180	27	2019-01-30	3
6807	287	27	2019-03-03	9
6808	60	27	2018-05-07	6
6809	138	27	2018-07-18	7
6810	202	27	2018-10-06	2
6811	316	27	2019-04-15	2
6812	167	27	2019-03-27	2
6813	38	27	2018-07-14	10
6814	29	27	2019-02-23	7
6815	134	27	2018-12-06	4
6816	231	27	2018-07-04	1
6817	193	27	2018-09-24	6
6818	272	27	2019-02-27	6
6819	191	27	2019-02-08	10
6820	310	27	2019-03-01	7
6821	5	27	2019-03-27	3
6822	27	27	2018-11-15	5
6823	290	27	2018-04-26	1
6824	230	27	2018-10-06	5
6825	99	27	2018-07-21	2
6826	72	27	2019-02-02	10
6827	53	27	2019-05-15	8
6828	239	27	2018-05-22	1
6829	303	27	2018-09-28	3
6830	2	27	2019-02-09	6
6831	159	27	2019-02-24	10
6832	318	27	2019-02-07	4
6833	119	27	2018-09-12	5
6834	317	27	2019-03-17	8
6835	237	27	2018-11-08	3
6836	278	27	2018-10-06	10
6837	21	27	2019-03-16	4
6838	282	27	2018-10-22	5
6839	209	27	2019-01-30	6
6840	236	28	2018-09-13	6
6841	45	28	2018-05-10	4
6842	310	28	2018-10-31	5
6843	309	28	2018-07-07	3
6844	302	28	2018-05-25	2
6845	39	28	2018-08-19	2
6846	76	28	2019-03-23	3
6847	266	28	2018-08-17	5
6848	115	28	2019-05-05	8
6849	28	28	2018-04-24	10
6850	37	28	2018-11-21	6
6851	112	28	2019-02-10	3
6852	23	28	2018-10-14	1
6853	193	28	2018-07-08	3
6854	185	28	2018-04-23	2
6855	272	28	2018-11-25	1
6856	279	28	2018-10-27	9
6857	201	28	2019-05-11	10
6858	73	28	2018-05-26	7
6859	104	28	2019-04-01	8
6860	229	28	2018-10-15	7
6861	199	28	2019-04-07	5
6862	90	28	2018-06-15	1
6863	174	28	2018-07-19	6
6864	154	28	2018-09-10	4
6865	268	28	2019-02-14	4
6866	249	28	2019-04-26	3
6867	18	28	2019-02-21	9
6868	102	28	2018-04-24	9
6869	295	28	2018-06-16	10
6870	108	28	2019-04-05	5
6871	319	28	2019-04-10	7
6872	22	28	2019-01-07	5
6873	95	28	2019-03-06	6
6874	44	28	2018-05-09	3
6875	282	28	2018-12-23	9
6876	320	28	2018-06-06	8
6877	141	28	2018-06-21	2
6878	165	28	2019-04-19	6
6879	225	28	2018-05-11	10
6880	11	28	2018-07-20	10
6881	275	28	2018-05-14	2
6882	250	28	2018-11-16	7
6883	276	28	2018-05-27	8
6884	99	28	2019-02-12	6
6885	161	28	2018-12-26	5
6886	190	28	2019-04-01	8
6887	271	28	2018-12-05	6
6888	166	28	2019-03-25	4
6889	220	28	2019-03-13	2
6890	313	28	2019-02-24	10
6891	278	28	2019-04-04	6
6892	187	28	2018-08-25	6
6893	301	28	2019-03-05	9
6894	144	28	2018-11-06	2
6895	184	28	2018-10-31	5
6896	35	28	2018-06-07	9
6897	281	28	2018-12-27	3
6898	306	28	2019-05-07	10
6899	289	28	2019-05-01	3
6900	122	28	2019-04-28	9
6901	72	28	2018-11-29	9
6902	33	28	2019-02-23	9
6903	30	28	2018-12-09	6
6904	126	28	2019-01-08	9
6905	211	28	2018-05-16	2
6906	164	28	2018-08-12	10
6907	254	28	2019-03-09	6
6908	196	28	2018-10-26	2
6909	63	28	2018-08-07	1
6910	194	28	2018-06-18	9
6911	296	28	2018-06-21	2
6912	292	28	2018-05-13	1
6913	15	28	2019-03-09	4
6914	54	28	2019-03-15	9
6915	64	28	2019-04-15	2
6916	294	28	2018-12-26	1
6917	48	28	2018-06-19	1
6918	255	28	2019-01-18	3
6919	157	28	2018-05-10	10
6920	32	28	2018-10-17	4
6921	62	28	2018-07-15	6
6922	251	28	2018-04-24	3
6923	215	28	2019-04-08	6
6924	243	28	2018-12-14	6
6925	40	28	2018-11-19	3
6926	136	28	2019-01-13	1
6927	234	28	2018-06-14	9
6928	42	28	2018-10-13	7
6929	287	28	2018-07-27	9
6930	181	28	2018-11-18	1
6931	26	28	2019-01-30	7
6932	134	28	2019-01-27	1
6933	8	28	2018-07-06	10
6934	124	28	2018-10-15	3
6935	270	28	2018-09-14	6
6936	222	28	2018-11-01	7
6937	60	28	2018-08-15	7
6938	16	28	2019-04-12	8
6939	69	28	2018-08-12	9
6940	218	28	2018-10-07	2
6941	244	28	2019-03-08	10
6942	4	28	2018-06-25	1
6943	137	28	2018-04-29	1
6944	214	28	2018-06-20	7
6945	65	28	2018-05-19	4
6946	230	28	2018-05-26	2
6947	31	28	2019-01-12	7
6948	232	28	2019-02-10	9
